Fecha;Reservorio;Agua Caída (mm)
23-06-2022;Canutillar;0.00
24-06-2022;Canutillar;0.00
25-06-2022;Canutillar;0.00
26-06-2022;Canutillar;0.00
27-06-2022;Canutillar;37.00
28-06-2022;Canutillar;115.00
29-06-2022;Canutillar;8.00
30-06-2022;Canutillar;19.00
01-07-2022;Canutillar;6.50
02-07-2022;Canutillar;32.00
03-07-2022;Canutillar;51.00
04-07-2022;Canutillar;43.00
05-07-2022;Canutillar;22.00
06-07-2022;Canutillar;20.00
07-07-2022;Canutillar;7.50
08-07-2022;Canutillar;24.50
09-07-2022;Canutillar;23.00
10-07-2022;Canutillar;9.50
11-07-2022;Canutillar;30.50
12-07-2022;Canutillar;9.00
13-07-2022;Canutillar;0.00
14-07-2022;Canutillar;0.00
15-07-2022;Canutillar;0.00
16-07-2022;Canutillar;17.00
17-07-2022;Canutillar;19.00
18-07-2022;Canutillar;0.00
19-07-2022;Canutillar;130.00
20-07-2022;Canutillar;60.00
21-07-2022;Canutillar;21.50
22-07-2022;Canutillar;73.00
23-07-2022;Canutillar;26.00
24-07-2022;Canutillar;2.50
25-07-2022;Canutillar;0.00
26-07-2022;Canutillar;0.00
27-07-2022;Canutillar;0.00
28-07-2022;Canutillar;0.00
29-07-2022;Canutillar;0.00
30-07-2022;Canutillar;0.00
31-07-2022;Canutillar;0.00
01-08-2022;Canutillar;0.00
02-08-2022;Canutillar;0.00
03-08-2022;Canutillar;6.00
04-08-2022;Canutillar;1.00
05-08-2022;Canutillar;0.00
06-08-2022;Canutillar;0.00
07-08-2022;Canutillar;0.00
08-08-2022;Canutillar;0.00
09-08-2022;Canutillar;0.00
10-08-2022;Canutillar;0.00
11-08-2022;Canutillar;28.00
12-08-2022;Canutillar;27.00
13-08-2022;Canutillar;36.00
14-08-2022;Canutillar;27.50
15-08-2022;Canutillar;38.50
16-08-2022;Canutillar;27.50
17-08-2022;Canutillar;13.00
18-08-2022;Canutillar;1.00
19-08-2022;Canutillar;1.00
20-08-2022;Canutillar;0.00
21-08-2022;Canutillar;0.00
22-08-2022;Canutillar;23.00
23-08-2022;Canutillar;12.00
24-08-2022;Canutillar;0.00
25-08-2022;Canutillar;2.50
26-08-2022;Canutillar;17.50
27-08-2022;Canutillar;2.00
28-08-2022;Canutillar;0.00
29-08-2022;Canutillar;0.00
30-08-2022;Canutillar;0.00
31-08-2022;Canutillar;1.00
01-09-2022;Canutillar;1.00
02-09-2022;Canutillar;0.00
03-09-2022;Canutillar;0.00
04-09-2022;Canutillar;0.00
05-09-2022;Canutillar;0.00
06-09-2022;Canutillar;18.00
07-09-2022;Canutillar;8.00
08-09-2022;Canutillar;0.00
09-09-2022;Canutillar;0.00
10-09-2022;Canutillar;0.00
11-09-2022;Canutillar;1.50
12-09-2022;Canutillar;0.00
13-09-2022;Canutillar;0.00
14-09-2022;Canutillar;7.00
15-09-2022;Canutillar;80.00
16-09-2022;Canutillar;22.00
17-09-2022;Canutillar;9.00
18-09-2022;Canutillar;4.00
19-09-2022;Canutillar;2.00
20-09-2022;Canutillar;0.00
21-09-2022;Canutillar;18.00
22-09-2022;Canutillar;42.50
23-09-2022;Canutillar;0.00
24-09-2022;Canutillar;0.00
25-09-2022;Canutillar;18.00
26-09-2022;Canutillar;2.00
27-09-2022;Canutillar;0.00
28-09-2022;Canutillar;0.00
29-09-2022;Canutillar;0.00
30-09-2022;Canutillar;0.00
01-10-2022;Canutillar;0.00
02-10-2022;Canutillar;0.00
03-10-2022;Canutillar;10.00
04-10-2022;Canutillar;28.00
05-10-2022;Canutillar;29.00
06-10-2022;Canutillar;48.00
07-10-2022;Canutillar;28.00
08-10-2022;Canutillar;0.00
09-10-2022;Canutillar;0.00
10-10-2022;Canutillar;0.00
11-10-2022;Canutillar;21.00
12-10-2022;Canutillar;16.00
13-10-2022;Canutillar;1.50
14-10-2022;Canutillar;0.00
15-10-2022;Canutillar;0.00
16-10-2022;Canutillar;0.00
17-10-2022;Canutillar;0.00
18-10-2022;Canutillar;0.00
19-10-2022;Canutillar;20.00
20-10-2022;Canutillar;1.00
21-10-2022;Canutillar;0.00
22-10-2022;Canutillar;0.00
23-10-2022;Canutillar;10.00
24-10-2022;Canutillar;0.00
25-10-2022;Canutillar;23.50
26-10-2022;Canutillar;0.00
27-10-2022;Canutillar;55.00
28-10-2022;Canutillar;31.00
29-10-2022;Canutillar;19.00
30-10-2022;Canutillar;0.50
31-10-2022;Canutillar;0.00
01-11-2022;Canutillar;0.00
02-11-2022;Canutillar;0.00
03-11-2022;Canutillar;0.00
04-11-2022;Canutillar;0.00
05-11-2022;Canutillar;0.00
06-11-2022;Canutillar;0.00
07-11-2022;Canutillar;0.00
08-11-2022;Canutillar;0.00
09-11-2022;Canutillar;3.00
10-11-2022;Canutillar;7.50
11-11-2022;Canutillar;10.00
12-11-2022;Canutillar;15.00
13-11-2022;Canutillar;13.00
14-11-2022;Canutillar;14.00
15-11-2022;Canutillar;32.00
16-11-2022;Canutillar;0.50
17-11-2022;Canutillar;0.50
18-11-2022;Canutillar;3.50
19-11-2022;Canutillar;7.00
20-11-2022;Canutillar;0.00
21-11-2022;Canutillar;0.00
22-11-2022;Canutillar;0.00
23-11-2022;Canutillar;2.00
24-11-2022;Canutillar;0.00
25-11-2022;Canutillar;0.00
26-11-2022;Canutillar;0.00
27-11-2022;Canutillar;0.00
28-11-2022;Canutillar;0.00
29-11-2022;Canutillar;0.00
30-11-2022;Canutillar;0.00
01-12-2022;Canutillar;0.00
02-12-2022;Canutillar;11.00
03-12-2022;Canutillar;6.00
04-12-2022;Canutillar;0.00
05-12-2022;Canutillar;9.00
06-12-2022;Canutillar;0.00
07-12-2022;Canutillar;39.00
08-12-2022;Canutillar;18.00
09-12-2022;Canutillar;3.50
10-12-2022;Canutillar;9.00
11-12-2022;Canutillar;7.00
12-12-2022;Canutillar;0.00
13-12-2022;Canutillar;0.00
14-12-2022;Canutillar;3.00
15-12-2022;Canutillar;0.00
16-12-2022;Canutillar;0.00
17-12-2022;Canutillar;0.00
18-12-2022;Canutillar;0.00
19-12-2022;Canutillar;0.00
20-12-2022;Canutillar;0.00
21-12-2022;Canutillar;14.00
22-12-2022;Canutillar;12.00
23-12-2022;Canutillar;0.00
24-12-2022;Canutillar;0.00
25-12-2022;Canutillar;0.00
26-12-2022;Canutillar;0.00
27-12-2022;Canutillar;0.00
28-12-2022;Canutillar;0.00
29-12-2022;Canutillar;0.00
30-12-2022;Canutillar;0.00
31-12-2022;Canutillar;7.00
01-01-2023;Canutillar;0.00
02-01-2023;Canutillar;3.00
03-01-2023;Canutillar;0.00
04-01-2023;Canutillar;0.00
05-01-2023;Canutillar;0.00
06-01-2023;Canutillar;0.00
07-01-2023;Canutillar;0.00
08-01-2023;Canutillar;0.00
09-01-2023;Canutillar;20.00
10-01-2023;Canutillar;0.00
11-01-2023;Canutillar;3.00
12-01-2023;Canutillar;0.00
13-01-2023;Canutillar;0.00
14-01-2023;Canutillar;0.00
15-01-2023;Canutillar;0.00
16-01-2023;Canutillar;0.00
17-01-2023;Canutillar;0.00
18-01-2023;Canutillar;0.00
19-01-2023;Canutillar;0.00
20-01-2023;Canutillar;0.00
21-01-2023;Canutillar;1.00
22-01-2023;Canutillar;0.00
23-01-2023;Canutillar;35.00
24-01-2023;Canutillar;0.00
25-01-2023;Canutillar;2.00
26-01-2023;Canutillar;1.50
27-01-2023;Canutillar;0.00
28-01-2023;Canutillar;0.00
29-01-2023;Canutillar;0.00
30-01-2023;Canutillar;0.00
31-01-2023;Canutillar;0.00
01-02-2023;Canutillar;0.00
02-02-2023;Canutillar;0.00
03-02-2023;Canutillar;0.00
04-02-2023;Canutillar;0.00
05-02-2023;Canutillar;0.00
06-02-2023;Canutillar;0.00
07-02-2023;Canutillar;0.00
08-02-2023;Canutillar;0.00
09-02-2023;Canutillar;22.00
10-02-2023;Canutillar;0.00
11-02-2023;Canutillar;18.00
12-02-2023;Canutillar;2.50
13-02-2023;Canutillar;20.00
14-02-2023;Canutillar;4.00
15-02-2023;Canutillar;0.00
16-02-2023;Canutillar;0.00
17-02-2023;Canutillar;0.00
18-02-2023;Canutillar;0.00
19-02-2023;Canutillar;0.00
20-02-2023;Canutillar;0.00
08-03-2023;Canutillar;0.50
09-03-2023;Canutillar;23.00
10-03-2023;Canutillar;0.50
11-03-2023;Canutillar;7.50
12-03-2023;Canutillar;6.50
13-03-2023;Canutillar;0.00
14-03-2023;Canutillar;57.50
15-03-2023;Canutillar;3.50
17-03-2023;Canutillar;0.00
18-03-2023;Canutillar;0.00
19-03-2023;Canutillar;0.00
20-03-2023;Canutillar;0.00
21-03-2023;Canutillar;0.00
23-03-2023;Canutillar;0.00
24-03-2023;Canutillar;0.00
25-03-2023;Canutillar;0.00
26-03-2023;Canutillar;0.00
27-03-2023;Canutillar;18.50
28-03-2023;Canutillar;26.40
29-03-2023;Canutillar;1.10
30-03-2023;Canutillar;12.00
31-03-2023;Canutillar;0.00
01-04-2023;Canutillar;19.00
02-04-2023;Canutillar;0.00
03-04-2023;Canutillar;0.00
04-04-2023;Canutillar;0.00
05-04-2023;Canutillar;20.50
06-04-2023;Canutillar;0.50
07-04-2023;Canutillar;0.00
08-04-2023;Canutillar;0.00
09-04-2023;Canutillar;7.00
10-04-2023;Canutillar;50.00
11-04-2023;Canutillar;8.00
12-04-2023;Canutillar;0.00
13-04-2023;Canutillar;0.00
14-04-2023;Canutillar;0.00
15-04-2023;Canutillar;0.00
16-04-2023;Canutillar;0.00
17-04-2023;Canutillar;1.00
18-04-2023;Canutillar;9.00
19-04-2023;Canutillar;3.00
20-04-2023;Canutillar;0.00
21-04-2023;Canutillar;3.00
22-04-2023;Canutillar;0.00
23-04-2023;Canutillar;0.00
24-04-2023;Canutillar;0.00
25-04-2023;Canutillar;27.50
26-04-2023;Canutillar;0.50
27-04-2023;Canutillar;6.50
28-04-2023;Canutillar;40.00
29-04-2023;Canutillar;19.50
30-04-2023;Canutillar;21.50
01-05-2023;Canutillar;4.00
02-05-2023;Canutillar;3.00
03-05-2023;Canutillar;0.00
04-05-2023;Canutillar;0.00
05-05-2023;Canutillar;0.00
06-05-2023;Canutillar;0.00
07-05-2023;Canutillar;0.00
08-05-2023;Canutillar;0.00
09-05-2023;Canutillar;0.00
10-05-2023;Canutillar;1.00
11-05-2023;Canutillar;7.50
12-05-2023;Canutillar;15.00
13-05-2023;Canutillar;2.00
14-05-2023;Canutillar;0.00
15-05-2023;Canutillar;1.50
16-05-2023;Canutillar;19.00
17-05-2023;Canutillar;13.00
18-05-2023;Canutillar;9.00
19-05-2023;Canutillar;9.00
20-05-2023;Canutillar;6.00
21-05-2023;Canutillar;33.00
22-05-2023;Canutillar;14.00
23-05-2023;Canutillar;23.00
24-05-2023;Canutillar;25.00
25-05-2023;Canutillar;47.00
26-05-2023;Canutillar;8.00
27-05-2023;Canutillar;0.00
28-05-2023;Canutillar;0.00
29-05-2023;Canutillar;0.00
30-05-2023;Canutillar;15.00
31-05-2023;Canutillar;8.50
01-06-2023;Canutillar;5.00
02-06-2023;Canutillar;11.50
03-06-2023;Canutillar;48.50
04-06-2023;Canutillar;6.00
05-06-2023;Canutillar;93.00
06-06-2023;Canutillar;31.00
07-06-2023;Canutillar;2.00
08-06-2023;Canutillar;57.00
09-06-2023;Canutillar;21.00
10-06-2023;Canutillar;10.00
11-06-2023;Canutillar;1.00
12-06-2023;Canutillar;0.00
13-06-2023;Canutillar;0.00
16-06-2023;Canutillar;0.00
17-06-2023;Canutillar;0.00
18-06-2023;Canutillar;0.00
19-06-2023;Canutillar;0.00
20-06-2023;Canutillar;2.50
21-06-2023;Canutillar;12.00
22-06-2023;Canutillar;65.00
23-06-2023;Canutillar;27.00
24-06-2023;Canutillar;19.00
25-06-2023;Canutillar;23.50
26-06-2023;Canutillar;15.00
27-06-2023;Canutillar;56.00
28-06-2023;Canutillar;2.00
29-06-2023;Canutillar;6.00
30-06-2023;Canutillar;9.00
01-07-2023;Canutillar;5.00
02-07-2023;Canutillar;23.00
03-07-2023;Canutillar;30.00
04-07-2023;Canutillar;40.00
05-07-2023;Canutillar;37.50
06-07-2023;Canutillar;4.50
07-07-2023;Canutillar;0.00
08-07-2023;Canutillar;29.00
09-07-2023;Canutillar;7.50
10-07-2023;Canutillar;0.50
11-07-2023;Canutillar;0.00
12-07-2023;Canutillar;0.00
13-07-2023;Canutillar;11.50
14-07-2023;Canutillar;24.00
15-07-2023;Canutillar;4.00
16-07-2023;Canutillar;0.00
17-07-2023;Canutillar;0.00
18-07-2023;Canutillar;33.50
19-07-2023;Canutillar;16.50
20-07-2023;Canutillar;47.00
21-07-2023;Canutillar;42.50
22-07-2023;Canutillar;5.10
23-07-2023;Canutillar;0.00
24-07-2023;Canutillar;0.00
25-07-2023;Canutillar;28.00
26-07-2023;Canutillar;0.50
27-07-2023;Canutillar;6.50
28-07-2023;Canutillar;0.00
30-07-2023;Canutillar;6.00
31-07-2023;Canutillar;17.50
01-08-2023;Canutillar;19.00
02-08-2023;Canutillar;6.00
03-08-2023;Canutillar;0.00
04-08-2023;Canutillar;0.00
05-08-2023;Canutillar;0.00
06-08-2023;Canutillar;0.00
07-08-2023;Canutillar;0.00
08-08-2023;Canutillar;22.00
09-08-2023;Canutillar;45.00
10-08-2023;Canutillar;25.00
11-08-2023;Canutillar;9.00
12-08-2023;Canutillar;20.00
13-08-2023;Canutillar;87.00
14-08-2023;Canutillar;67.00
15-08-2023;Canutillar;5.00
16-08-2023;Canutillar;17.00
17-08-2023;Canutillar;15.00
18-08-2023;Canutillar;2.00
19-08-2023;Canutillar;15.00
20-08-2023;Canutillar;24.00
21-08-2023;Canutillar;14.00
22-08-2023;Canutillar;18.50
23-08-2023;Canutillar;4.00
24-08-2023;Canutillar;0.00
25-08-2023;Canutillar;0.00
26-08-2023;Canutillar;0.00
27-08-2023;Canutillar;4.50
28-08-2023;Canutillar;16.00
29-08-2023;Canutillar;19.00
30-08-2023;Canutillar;15.00
31-08-2023;Canutillar;35.00
01-09-2023;Canutillar;30.50
02-09-2023;Canutillar;5.50
03-09-2023;Canutillar;3.50
04-09-2023;Canutillar;0.00
05-09-2023;Canutillar;4.00
06-09-2023;Canutillar;40.00
07-09-2023;Canutillar;45.00
08-09-2023;Canutillar;2.00
09-09-2023;Canutillar;17.00
10-09-2023;Canutillar;17.00
11-09-2023;Canutillar;35.00
12-09-2023;Canutillar;9.00
13-09-2023;Canutillar;30.00
14-09-2023;Canutillar;183.00
15-09-2023;Canutillar;54.00
16-09-2023;Canutillar;26.00
17-09-2023;Canutillar;11.00
18-09-2023;Canutillar;0.00
19-09-2023;Canutillar;0.00
20-09-2023;Canutillar;4.00
21-09-2023;Canutillar;1.50
22-09-2023;Canutillar;8.00
23-09-2023;Canutillar;0.00
24-09-2023;Canutillar;0.00
25-09-2023;Canutillar;0.00
26-09-2023;Canutillar;0.00
27-09-2023;Canutillar;17.00
28-09-2023;Canutillar;4.50
29-09-2023;Canutillar;0.00
30-09-2023;Canutillar;0.00
01-10-2023;Canutillar;3.00
02-10-2023;Canutillar;4.50
03-10-2023;Canutillar;0.00
04-10-2023;Canutillar;0.00
05-10-2023;Canutillar;6.00
06-10-2023;Canutillar;11.50
07-10-2023;Canutillar;0.00
08-10-2023;Canutillar;4.50
09-10-2023;Canutillar;7.00
10-10-2023;Canutillar;3.50
11-10-2023;Canutillar;0.00
12-10-2023;Canutillar;0.00
13-10-2023;Canutillar;0.00
14-10-2023;Canutillar;0.00
15-10-2023;Canutillar;0.00
16-10-2023;Canutillar;0.00
17-10-2023;Canutillar;0.00
18-10-2023;Canutillar;0.00
19-10-2023;Canutillar;0.00
20-10-2023;Canutillar;0.00
21-10-2023;Canutillar;0.00
22-10-2023;Canutillar;0.00
23-10-2023;Canutillar;0.00
24-10-2023;Canutillar;0.00
25-10-2023;Canutillar;0.00
26-10-2023;Canutillar;0.00
27-10-2023;Canutillar;30.00
28-10-2023;Canutillar;46.00
29-10-2023;Canutillar;36.00
30-10-2023;Canutillar;32.50
31-10-2023;Canutillar;0.00
01-11-2023;Canutillar;0.00
02-11-2023;Canutillar;0.00
03-11-2023;Canutillar;0.00
04-11-2023;Canutillar;1.00
05-11-2023;Canutillar;0.00
06-11-2023;Canutillar;55.00
07-11-2023;Canutillar;14.00
08-11-2023;Canutillar;1.50
09-11-2023;Canutillar;0.00
10-11-2023;Canutillar;1.00
11-11-2023;Canutillar;29.00
12-11-2023;Canutillar;5.00
13-11-2023;Canutillar;19.00
14-11-2023;Canutillar;0.50
15-11-2023;Canutillar;19.00
16-11-2023;Canutillar;99.50
17-11-2023;Canutillar;34.00
18-11-2023;Canutillar;39.00
19-11-2023;Canutillar;18.50
20-11-2023;Canutillar;21.00
21-11-2023;Canutillar;4.00
22-11-2023;Canutillar;4.50
23-11-2023;Canutillar;0.00
24-11-2023;Canutillar;0.00
25-11-2023;Canutillar;0.00
26-11-2023;Canutillar;0.00
27-11-2023;Canutillar;0.00
28-11-2023;Canutillar;4.50
29-11-2023;Canutillar;4.50
30-11-2023;Canutillar;0.50
01-12-2023;Canutillar;8.50
02-12-2023;Canutillar;12.00
03-12-2023;Canutillar;0.00
04-12-2023;Canutillar;0.00
05-12-2023;Canutillar;0.00
06-12-2023;Canutillar;0.00
07-12-2023;Canutillar;0.00
08-12-2023;Canutillar;0.00
09-12-2023;Canutillar;0.00
10-12-2023;Canutillar;0.00
11-12-2023;Canutillar;10.00
12-12-2023;Canutillar;0.00
13-12-2023;Canutillar;0.00
14-12-2023;Canutillar;0.00
15-12-2023;Canutillar;0.00
16-12-2023;Canutillar;31.00
17-12-2023;Canutillar;4.00
18-12-2023;Canutillar;0.00
19-12-2023;Canutillar;0.00
20-12-2023;Canutillar;0.00
21-12-2023;Canutillar;0.00
22-12-2023;Canutillar;0.00
23-12-2023;Canutillar;0.00
24-12-2023;Canutillar;0.00
25-12-2023;Canutillar;0.00
26-12-2023;Canutillar;0.00
27-12-2023;Canutillar;0.00
28-12-2023;Canutillar;0.00
29-12-2023;Canutillar;0.00
30-12-2023;Canutillar;0.00
31-12-2023;Canutillar;0.00
01-01-2024;Canutillar;0.00
02-01-2024;Canutillar;0.00
03-01-2024;Canutillar;0.00
04-01-2024;Canutillar;0.00
05-01-2024;Canutillar;38.00
06-01-2024;Canutillar;1.00
07-01-2024;Canutillar;9.00
08-01-2024;Canutillar;1.00
09-01-2024;Canutillar;0.00
10-01-2024;Canutillar;0.00
11-01-2024;Canutillar;0.00
12-01-2024;Canutillar;0.00
13-01-2024;Canutillar;2.50
